MSOA,MedianHP,Borough,Area,Inner,Political,PopulationDensity,WorkingAge,ObesityRate,LifeExpectancy,BAME,Unemployed,MedianHHIncome,CarsPerHH,OwnershipRate,Sales
E02000947,418750,Wandsworth,South,Inner,Conservative,99.93995437,75.308357,12.8,81.95,18.21325648,3.136246787,52509.573,0.759685864,58.6,204
E02000948,373000,Wandsworth,South,Inner,Conservative,73.26150833,80.338159,13.2,81.2,25.4530728,3.656980865,48388.71385,0.651457823,46.8,202
E02000949,420000,Wandsworth,South,Inner,Conservative,68.21594566,74.26823,12.4,76.25,17.59306476,2.896908885,58785.08508,0.82391945,57.7,190
E02000950,287500,Wandsworth,South,Inner,Conservative,85.78579744,72.776458,13.9,82.2,26.6429137,5.611353712,38389.69856,0.840395917,50.1,116
E02000951,291000,Wandsworth,South,Inner,Conservative,131.1635476,77.834586,14.7,80.55,28.55639098,5.144175317,40491.16881,0.629327902,45.2,127
E02000952,375000,Wandsworth,South,Inner,Conservative,106.5162907,75.307655,14.2,82.75,27.53715838,5.277848262,43604.97046,0.675113464,43.6,81
E02000953,370000,Wandsworth,South,Inner,Conservative,105.6200988,78.811406,14.4,82.55,28.30321852,3.481081081,41825.92419,0.683584966,47.7,169
E02000954,344250,Wandsworth,South,Inner,Conservative,139.7734843,71.535231,14.4,85.1,47.56571784,5.869624019,36075.29287,0.739016964,54.7,90
E02000955,290000,Wandsworth,South,Inner,Conservative,117.6470588,70.07745,17.7,80.2,53.50014894,7.381974249,29210.1086,0.635931935,43.1,73
E02000956,270000,Wandsworth,South,Inner,Conservative,89.09112122,75.652174,15.2,76.6,50.97988319,7.500576967,27173.90435,0.499673842,31.8,102
E02000957,250000,Wandsworth,South,Inner,Conservative,145.7638515,74.426291,16.1,81.4,47.58711871,5.72017113,31981.75302,0.567956583,42.9,148
E02000958,315000,Wandsworth,South,Inner,Conservative,95.00561167,66.739209,17.5,82.6,40.05561601,6.038426349,35788.73593,0.865119408,61.4,81
E02000959,232500,Wandsworth,South,Inner,Conservative,145.701704,69.666805,19.3,78.05,46.61965989,8.865514651,29632.04902,0.634899329,46.4,77
E02000960,700000,Westminster,Central,Inner,Conservative,72.95420013,66.782477,13.6,87.95,38.71601208,5.113464448,55252.48556,0.675286416,43.4,97
E02000961,637500,Westminster,Central,Inner,Conservative,118.5107692,67.305656,14.3,86.15,37.49205677,6.428571429,41412.27306,0.649852362,38.2,142
E02000962,462500,Westminster,Central,Inner,Conservative,125.1801672,67.625232,13.6,86.05,44.78200371,5.750798722,38549.24257,0.490732369,32.5,128
E02000963,429250,Westminster,Central,Inner,Conservative,218.3648316,67.152369,23.4,78.9,52.93833832,11.59209157,25910.96914,0.444337117,23.5,66
E02000964,340000,Westminster,Central,Inner,Conservative,251.641439,72.651207,20.9,78.05,50.05976572,10.77389985,28593.8711,0.396239801,21.4,140
E02000965,520000,Westminster,Central,Inner,Conservative,176.18563,77.616785,13.5,83.6,34.03268807,5.76184379,41816.06202,0.508917357,35.8,145
E02000966,650000,Westminster,Central,Inner,Conservative,170.8853981,75.113309,12.5,84.65,29.86196951,4.317789292,55979.80373,0.604582096,43,219
E02000967,650000,Westminster,Central,Inner,Conservative,54.25035361,78.721361,11.6,89.75,39.34696117,4.214559387,55318.30297,0.4571585,40.2,134
E02000968,356500,Westminster,Central,Inner,Conservative,240.2070325,65.41301,19.4,79.8,61.5475693,14.08101893,20825.04997,0.313145458,17.3,56
E02000969,382500,Westminster,Central,Inner,Conservative,174.6593002,65.998499,21.1,78.5,57.3051774,11.475,23725.83511,0.350363001,17.5,60
E02000970,745000,Westminster,Central,Inner,Conservative,85.81311687,77.913837,12,86.35,26.82845375,3.24238129,66538.80426,0.523389413,30.8,161
E02000971,725000,Westminster,Central,Inner,Conservative,153.9571006,78.972407,11.8,89.9,36.38201713,4.994818653,46397.64624,0.390445567,30,143
E02000972,670500,Westminster,Central,Inner,Conservative,66.72081689,83.583343,14.2,86.2,32.53330133,5.760626398,43102.27275,0.289362647,21.9,122
E02000973,600000,Westminster,Central,Inner,Conservative,185.8248848,77.006938,13.5,84.1,30.40634291,5.381806636,44418.66824,0.449171687,34.9,205
E02000974,630000,Westminster,Central,Inner,Conservative,129.556007,74.403002,12.3,85.65,47.79395042,7.517953321,40174.26228,0.492465753,33.3,184
E02000975,717500,Westminster,Central,Inner,Conservative,184.3691926,82.699555,11.2,87.15,33.79011077,4.888341832,48906.0124,0.374161437,31.5,156
E02000976,553250,Westminster,Central,Inner,Conservative,212.7788607,79.640056,12.2,83.15,36.98974462,6.531084656,40071.34259,0.350327316,30.7,158
E02000977,750000,Westminster,Central,Inner,Conservative,32.40674461,82.00267,15.5,87.9,30.68090788,4.774083546,54574.14527,0.434403081,25.3,124
E02000978,1750000,Westminster,Central,Inner,Conservative,26.36295327,75.361381,13.7,95.7,30.44228695,2.651257648,89999.48979,0.857547656,46.1,149
E02000979,722500,Westminster,Central,Inner,Conservative,60.19829011,75.349585,15.7,87.75,26.3704987,6.458511548,51320.23082,0.478931141,31.5,140
E02000980,555000,Westminster,Central,Inner,Conservative,201.5168414,72.040534,16.7,82.35,32.05895901,7.112201104,36808.09223,0.396843041,29.7,141
E02000981,550000,Westminster,Central,Inner,Conservative,250.5361562,80.358136,12.5,85.05,20.86530975,5.168389463,51738.47928,0.486091078,35.7,170
E02000982,654000,Westminster,Central,Inner,Conservative,131.25,69.025043,17.7,87.5,35.71602237,7.216731786,34920.10742,0.428433502,24.2,139
E02000983,498725,Westminster,Central,Inner,Conservative,229.2372881,69.753379,15,85.4,29.74863647,6.156188819,35967.60396,0.413161465,23.8,76
